id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue
123,2021-02-12,facebOOK_tier2,social,348934,2639200,191722.0,13196,325,32,176512.0
124,2021-02-12,google_hot,search,89459845,161493,59745.3,3602,72,14,122710.0
125,2021-02-12,google_wide,search,127823,1502383,86733.1,9605,192,19,56639.0
126,2021-02-12,youtube_blogger,influencer,10934,1299708,121652.0,17994,378,61,486841.0
127,2021-02-12,instagram_tier1,social,9034945,3735390,26659.9,10806,115,9,53523.0
128,2021-02-12,instagram_tier2,social,983498,7156880,49060.3,20391,408,15,29715.0
129,2021-02-12,facebook_retargeting,social,4387490,42587,11278.3,1207,34,8,39848.0
130,2021-02-12,facebook_lal,social,544756,480000,44580.9,4800,33,5,6945.0
131,2021-02-12,instagram_blogger,influencer,374754,1200300,308572.0,12003,412,79,393499.0
132,2021-02-12,banner_partner,media,39889,10819771,145201.0,16808,336,49,195069.0
133,2021-02-13,facebook_tier1,social,349043,1496322,308692.0,11990,397,60,341880.0
134,2021-02-13,facebOOK_tier2,social,348934,2358224,325444.0,16506,655,52,262184.0
135,2021-02-13,google_hot,search,89459845,225350,61588.1,4507,100,17,152660.0
136,2021-02-13,google_wide,search,127823,3452027,216562.0,12010,378,56,123088.0
137,2021-02-13,youtube_blogger,influencer,10934,2250900,205045.0,22509,790,158,1296550.0
138,2021-02-13,instagram_tier1,social,9034945,2698200,88844.8,13491,219,26,176384.0
139,2021-02-13,instagram_tier2,social,983498,5100600,16656.8,25503,510,6,10134.0
140,2021-02-13,facebook_retargeting,social,4387490,50333,8367.08,1510,19,4,18828.0
141,2021-02-13,facebook_lal,social,544756,495013,171332.0,6006,128,19,24035.0
142,2021-02-13,instagram_blogger,influencer,374754,1499200,32770.1,14992,50,8,43976.0
143,2021-02-13,banner_partner,media,39889,17890507,390105.0,20993,734,118,353174.0
144,2021-02-14,facebook_tier1,social,349043,2452315,60244.9,14406,110,14,63560.0
145,2021-02-14,facebOOK_tier2,social,348934,7936534,197948.0,19797,396,30,149430.0
146,2021-02-14,google_hot,search,89459845,263754,56440.3,5409,90,11,84183.0
147,2021-02-14,google_wide,search,127823,3111389,196998.0,14390,498,48,101280.0
148,2021-02-14,youtube_blogger,influencer,10934,2511956,231751.0,26993,540,85,733550.0
149,2021-02-14,instagram_tier1,social,9034945,3239400,312844.0,16197,604,72,377352.0
150,2021-02-14,instagram_tier2,social,983498,5130500,218228.0,30602,935,54,119718.0
151,2021-02-14,facebook_retargeting,social,4387490,55495,4764.34,1790,10,2,10902.0
152,2021-02-14,facebook_lal,social,544756,605220,170719.0,7205,142,21,14280.0
153,2021-02-14,instagram_blogger,influencer,374754,2429465,205870.0,17998,354,53,306817.0
154,2021-02-14,banner_partner,media,39889,7218480,225274.0,25190,504,76,236056.0
155,2021-02-15,facebook_tier1,social,349043,3361800,168064.0,16809,247,30,149430.0
156,2021-02-15,facebOOK_tier2,social,348934,3441545,593576.0,23103,694,81,403461.0
157,2021-02-15,google_hot,search,89459845,315350,82930.7,6307,126,19,138073.0
158,2021-02-15,google_wide,search,127823,3359600,124854.0,16798,336,31,92411.0
159,2021-02-15,youtube_blogger,influencer,10934,2478877,151480.0,31504,630,98,782138.0
160,2021-02-15,instagram_tier1,social,9034945,3780200,136269.0,18901,378,45,269145.0
161,2021-02-15,instagram_tier2,social,983498,7138400,37098.6,35692,916,11,21791.0
162,2021-02-15,facebook_retargeting,social,4387490,63986,14609.5,2099,28,5,24905.0
163,2021-02-15,facebook_lal,social,544756,1093435,6587.76,8402,4,1,741.0
164,2021-02-15,instagram_blogger,influencer,374754,2100700,82452.0,21007,122,24,103392.0
165,2021-02-15,banner_partner,media,39889,8747458,543275.0,29390,1061,171,809685.0
166,2021-02-16,facebook_tier1,social,349043,3839000,393027.0,19195,384,64,336448.0
167,2021-02-16,facebOOK_tier2,social,348934,5280000,595176.0,26400,923,80,392160.0
168,2021-02-16,google_hot,search,89459845,373184,102053.0,7198,144,22,185482.0
169,2021-02-16,google_wide,search,127823,3841400,271906.0,19207,666,67,199727.0
170,2021-02-16,youtube_blogger,influencer,10934,4371118,221258.0,35999,720,128,1021570.0
171,2021-02-16,instagram_tier1,social,9034945,4319200,143680.0,21596,432,34,171972.0
172,2021-02-16,instagram_tier2,social,983498,15988504,103731.0,40794,816,24,41424.0
173,2021-02-16,facebook_retargeting,social,4387490,80233,31712.0,2407,48,12,59772.0
174,2021-02-16,facebook_lal,social,544756,1576818,345629.0,9597,292,39,25857.0
175,2021-02-16,instagram_blogger,influencer,374754,3937010,620903.0,23994,833,160,939360.0
176,2021-02-16,banner_partner,media,39889,56876855,206424.0,33592,416,62,246822.0
177,2021-02-17,facebook_tier1,social,349043,4320600,489831.0,21603,652,86,428366.0
178,2021-02-17,facebOOK_tier2,social,348934,6102420,403691.0,29704,594,61,303841.0
179,2021-02-17,google_hot,search,89459845,490058,116213.0,8104,162,31,227726.0
180,2021-02-17,google_wide,search,127823,4319200,180223.0,21596,442,44,136708.0
181,2021-02-17,youtube_blogger,influencer,10934,4049400,363811.0,40494,746,149,1189170.0
182,2021-02-17,instagram_tier1,social,9034945,4999407,246023.0,24294,606,73,496546.0
183,2021-02-17,instagram_tier2,social,983498,32964848,162819.0,45907,974,46,121900.0
184,2021-02-17,facebook_retargeting,social,4387490,84332,31422.5,2698,54,11,45441.0
185,2021-02-17,facebook_lal,social,544756,1361187,291254.0,10810,216,32,31392.0
186,2021-02-17,instagram_blogger,influencer,374754,2795511,462606.0,26990,795,119,592739.0
187,2021-02-17,banner_partner,media,39889,16553044,523398.0,37805,756,142,565302.0
188,2021-02-18,facebook_tier1,social,349043,4798200,30892.2,23991,61,6,25686.0
189,2021-02-18,facebOOK_tier2,social,348934,4678356,373294.0,33003,1313,51,237711.0
190,2021-02-18,google_hot,search,89459845,527210,119542.0,9004,162,28,214368.0
191,2021-02-18,google_wide,search,127823,10593685,200986.0,24005,480,43,93353.0
192,2021-02-18,youtube_blogger,influencer,10934,4064081,86522.9,45004,144,31,256897.0
193,2021-02-18,instagram_tier1,social,9034945,11212959,241388.0,27009,599,72,430632.0
194,2021-02-18,instagram_tier2,social,983498,13281923,58596.4,51000,1020,16,36016.0
195,2021-02-18,facebook_retargeting,social,4387490,97885,17176.7,2991,28,6,33930.0
196,2021-02-18,facebook_lal,social,544756,1181224,171831.0,11991,128,19,17917.0
197,2021-02-18,instagram_blogger,influencer,374754,2482796,518530.0,30000,1032,134,796630.0
198,2021-02-18,banner_partner,media,39889,419970000,339735.0,41997,840,114,516420.0
199,2021-02-19,facebook_tier1,social,349043,15345139,53253.9,26407,71,10,44550.0
200,2021-02-19,facebOOK_tier2,social,348934,7260800,415376.0,36304,726,58,288898.0
201,2021-02-19,google_hot,search,89459845,413291,9777.55,9904,14,2,15962.0
202,2021-02-19,google_wide,search,127823,8455475,81623.5,26406,281,20,72300.0
203,2021-02-19,youtube_blogger,influencer,10934,3801165,880357.0,49510,1666,369,2812520.0
204,2021-02-19,instagram_tier1,social,9034945,6168252,300775.0,29699,1082,96,574176.0
205,2021-02-19,instagram_tier2,social,983498,11222000,9908.98,56110,185,3,3621.0
206,2021-02-19,facebook_retargeting,social,4387490,115166,3173.41,3297,7,1,5199.0
207,2021-02-19,facebook_lal,social,544756,1320200,440355.0,13202,264,45,80325.0
208,2021-02-19,instagram_blogger,influencer,374754,3299900,404285.0,32999,694,104,519272.0
209,2021-02-19,banner_partner,media,39889,19065489,492126.0,46209,924,139,556417.0
210,2021-02-20,facebook_tier1,social,349043,9916906,56874.2,28796,88,12,59772.0
211,2021-02-20,facebOOK_tier2,social,348934,7918600,455831.0,39593,853,68,387124.0
212,2021-02-20,google_hot,search,89459845,540450,190469.0,10809,359,47,365378.0
213,2021-02-20,google_wide,search,127823,5762000,435770.0,28810,732,96,253440.0
214,2021-02-20,youtube_blogger,influencer,10934,5399300,303860.0,53993,1094,182,1452540.0
215,2021-02-20,instagram_tier1,social,9034945,7669421,404737.0,32395,1003,139,847066.0
216,2021-02-20,instagram_tier2,social,983498,12239000,150065.0,61195,1224,48,73392.0
217,2021-02-20,facebook_retargeting,social,4387490,111784,73587.5,3594,116,24,119544.0
218,2021-02-20,facebook_lal,social,544756,1118531,173041.0,14399,113,18,17658.0
219,2021-02-20,instagram_blogger,influencer,374754,5497354,504576.0,35994,822,137,682397.0
220,2021-02-20,banner_partner,media,39889,26012342,750361.0,50408,1678,252,1003210.0
221,2021-02-21,facebook_tier1,social,349043,478600,38596.7,2393,66,7,31094.0
222,2021-02-21,facebOOK_tier2,social,348934,543787,39481.0,3299,113,6,29538.0
223,2021-02-21,google_hot,search,89459845,49655,9444.12,907,18,2,15962.0
224,2021-02-21,google_wide,search,127823,478400,17476.2,2392,48,5,12910.0
225,2021-02-21,youtube_blogger,influencer,10934,713896,30801.0,4507,90,20,159620.0
226,2021-02-21,instagram_tier1,social,9034945,555915,29457.5,2709,60,10,55540.0
227,2021-02-21,instagram_tier2,social,983498,781353,12503.5,5104,102,4,7924.0
228,2021-02-21,facebook_retargeting,social,4387490,10812,1555.96,296,3,1,3993.0
229,2021-02-21,facebook_lal,social,544756,119400,32169.9,1194,24,4,3924.0
230,2021-02-21,instagram_blogger,influencer,374754,300900,65006.3,3009,89,17,84677.0
231,2021-02-21,banner_partner,media,39889,42080000,25023.2,4208,67,10,31710.0
232,2021-02-22,facebook_tier1,social,349043,605386,59710.0,4802,96,12,67632.0
233,2021-02-22,facebOOK_tier2,social,348934,2090371,95536.2,6606,132,14,69734.0
234,2021-02-22,google_hot,search,89459845,90500,30645.4,1810,65,7,59045.0
235,2021-02-22,google_wide,search,127823,959600,12348.3,4798,39,4,11924.0
236,2021-02-22,youtube_blogger,influencer,10934,757387,77803.8,8997,180,42,359394.0
237,2021-02-22,instagram_tier1,social,9034945,4565811,33474.7,5397,108,9,53829.0
238,2021-02-22,instagram_tier2,social,983498,2190892,19196.6,10202,124,7,14602.0
239,2021-02-22,facebook_retargeting,social,4387490,17821,5792.48,598,12,3,12168.0
240,2021-02-22,facebook_lal,social,544756,239600,51783.3,2396,48,6,5886.0
241,2021-02-22,instagram_blogger,influencer,374754,599700,137382.0,5997,236,35,158340.0
242,2021-02-22,banner_partner,media,39889,105873774,60021.6,8409,168,20,80600.0
243,2021-02-23,facebook_tier1,social,349043,924525,9858.28,1203,28,2,9962.0
244,2021-02-23,facebOOK_tier2,social,348934,475992,19350.0,1641,37,3,12225.0
245,2021-02-23,google_hot,search,89459845,22175,5409.21,442,9,2,15050.0
246,2021-02-23,google_wide,search,127823,241000,12581.6,1205,24,3,8943.0
247,2021-02-23,youtube_blogger,influencer,10934,297609,16343.0,2246,45,8,63848.0
248,2021-02-23,instagram_tier1,social,9034945,536236,557.25,1349,1,0,0.0
249,2021-02-23,instagram_tier2,social,983498,512000,4285.44,2560,51,2,2934.0
250,2021-02-23,facebook_retargeting,social,4387490,4908,1238.09,155,3,1,5265.0
251,2021-02-23,facebook_lal,social,544756,60800,16078.6,608,12,2,2720.0
252,2021-02-23,instagram_blogger,influencer,374754,117218,15435.0,1500,31,4,17816.0
253,2021-02-23,banner_partner,media,39889,654544,16706.4,2099,42,6,23886.0
254,2021-02-24,facebook_tier1,social,349043,479596,94564.2,2408,93,15,81825.0
255,2021-02-24,facebOOK_tier2,social,348934,395127,44347.2,3297,66,7,34867.0
256,2021-02-24,google_hot,search,89459845,45150,14306.2,903,18,3,23943.0
257,2021-02-24,google_wide,search,127823,291441,22357.6,2408,52,5,19060.0
258,2021-02-24,youtube_blogger,influencer,10934,409320,22944.3,4508,65,14,111734.0
259,2021-02-24,instagram_tier1,social,9034945,869482,23908.4,2703,42,7,36456.0
260,2021-02-24,instagram_tier2,social,983498,624157,18675.0,5098,122,6,10590.0
261,2021-02-24,facebook_retargeting,social,4387490,8966,2857.1,297,6,1,4981.0
262,2021-02-24,facebook_lal,social,544756,148794,48796.6,1196,38,6,8178.0
263,2021-02-24,instagram_blogger,influencer,374754,355802,42311.5,2990,60,9,44829.0
264,2021-02-24,banner_partner,media,39889,2770687,34169.9,4205,84,16,63696.0
265,2021-02-25,facebook_tier1,social,349043,94600,11230.2,473,15,2,10104.0
266,2021-02-25,facebOOK_tier2,social,348934,131400,10357.0,657,13,2,9962.0
267,2021-02-25,google_hot,search,89459845,8750,1078.73,175,1,0,0.0
268,2021-02-25,google_wide,search,127823,61867,9472.22,487,19,2,5730.0
269,2021-02-25,youtube_blogger,influencer,10934,94976,9034.91,904,22,5,38030.0
270,2021-02-25,instagram_tier1,social,9034945,106000,2304.01,530,6,1,5981.0
271,2021-02-25,instagram_tier2,social,983498,115468,2059.03,1015,20,1,1981.0
272,2021-02-25,facebook_retargeting,social,4387490,2214,1487.47,66,3,1,4461.0
273,2021-02-25,facebook_lal,social,544756,25000,5871.29,250,5,1,981.0
274,2021-02-25,instagram_blogger,influencer,374754,46753,6227.53,591,12,2,10130.0
275,2021-02-25,banner_partner,media,39889,2885291,7583.66,848,17,3,11943.0
276,2021-02-26,facebook_tier1,social,349043,168408,19887.7,1207,39,4,22488.0
277,2021-02-26,facebOOK_tier2,social,348934,438858,17935.4,1657,33,3,15345.0
278,2021-02-26,google_hot,search,89459845,22450,1545.74,449,2,0,0.0
279,2021-02-26,google_wide,search,127823,240600,4453.1,1203,11,1,2283.0
280,2021-02-26,youtube_blogger,influencer,10934,195016,38804.2,2247,82,16,127696.0
281,2021-02-26,instagram_tier1,social,9034945,174375,12592.4,1342,27,4,26556.0
282,2021-02-26,instagram_tier2,social,983498,508600,2403.54,2543,73,1,1981.0
283,2021-02-26,facebook_retargeting,social,4387490,4906,1071.16,143,3,1,4981.0
284,2021-02-26,facebook_lal,social,544756,55269,315.92,610,0,0,0.0
285,2021-02-26,instagram_blogger,influencer,374754,192489,15596.0,1497,34,5,25205.0
286,2021-02-26,banner_partner,media,39889,20930000,8087.73,2093,22,3,12213.0
287,2021-02-27,facebook_tier1,social,349043,213771,5003.33,241,9,1,4223.0
288,2021-02-27,facebOOK_tier2,social,348934,66400,3235.77,332,13,0,0.0
289,2021-02-27,google_hot,search,89459845,4662,1754.25,83,2,0,0.0
290,2021-02-27,google_wide,search,127823,40004,1487.24,243,5,0,0.0
291,2021-02-27,youtube_blogger,influencer,10934,44000,5721.83,440,15,3,23943.0
292,2021-02-27,instagram_tier1,social,9034945,44112,1832.16,275,6,1,5981.0
293,2021-02-27,instagram_tier2,social,983498,78799,254.14,503,3,0,0.0
294,2021-02-27,facebook_retargeting,social,4387490,667,200.42,20,0,0,0.0
295,2021-02-27,facebook_lal,social,544756,13693,3098.45,115,2,0,0.0
296,2021-02-27,instagram_blogger,influencer,374754,24018,3524.08,298,6,1,4661.0
297,2021-02-27,banner_partner,media,39889,182546,2791.06,426,9,1,3981.0
298,2021-02-28,facebook_tier1,social,349043,97200,6440.5,486,11,1,4981.0
299,2021-02-28,facebOOK_tier2,social,348934,132200,8665.55,661,13,1,5509.0
300,2021-02-28,google_hot,search,89459845,11554,3529.73,187,5,1,8714.0
301,2021-02-28,google_wide,search,127823,55625,384.75,487,1,0,0.0
302,2021-02-28,youtube_blogger,influencer,10934,129025,9892.77,909,21,5,37450.0
303,2021-02-28,instagram_tier1,social,9034945,63566,4950.74,546,12,1,5981.0
304,2021-02-28,instagram_tier2,social,983498,775780,760.75,1024,4,0,0.0
305,2021-02-28,facebook_retargeting,social,4387490,1933,224.81,58,0,0,0.0
306,2021-02-28,facebook_lal,social,544756,25840,6844.8,248,5,1,1491.0
307,2021-02-28,instagram_blogger,influencer,374754,94058,4845.65,594,12,1,5008.0
308,2021-02-28,banner_partner,media,39889,8490000,6822.62,849,18,2,7030.0
